word1,word2,word3,count
identity,politics,israel,9
computer,science,identity,9
israeli,political,system,9
law,archaeology,philosophy,9
refugee,palestinian,refugee,9
science,mandatory,palestine,9
development,economics,political,9
economy,economics,law,9
music,ancient,history,9
palestinian,intifada,uprising,9
computer,science,power,9
language,identity,israel,9
jewish,identity,sociology,9
political,science,refugee,9
middle,east,u.s.,9
israeli,conflict,1948,9
law,politics,sociology,9
ideology,state,computer,9
development,arab,israeli,9
united,state,soviet,9
center,strategic,study,9
politics,settlement,finance,9
theology,history,philosophy,9
peace,israeli,palestinian,9
weapon,mass,destruction,9
sociology,history,politics,9
economy,law,economics,9
other,arab,israeli,9
history,art,political,9
national,security,policy,9
theology,philosophy,computer,9
history,history,computer,9
war,ancient,history,9
one,state,reality,9
east,politics,political,9
iran,iraq,war,9
middle,eastern,african,9
eastern,african,study,9
article,book,review,9
palestinian,human,right,9
egypt,american,foreign,9
sanction,political,science,9
politics,religious,study,9
end,world,war,9
ancient,history,mandatory,9
science,law,economic,9
mandatory,palestine,political,9
one,land,two,9
middle,east,1945,9
israeli,occupation,palestinian,9
middle,eastern,history,9
left,wing,politics,9
history,philosophy,epistemology,9
human,right,group,9
history,psychology,law,9
conflict,resolution,research,9
islam,middle,east,9
economic,justice,law,9
environmental,ethics,political,9
social,psychology,politics,9
political,science,demographic,9
science,demographic,economics,9
social,psychology,history,9
media,study,library,9
university,washington,press,9
library,science,art,9
future,israel,palestine,9
high,status,group,9
social,science,politics,9
law,archaeology,computer,9
art,history,computer,9
human,right,regime,9
gender,study,anthropology,9
power,physics,history,9
book,review,get,9
review,get,access,9
law,supreme,court,9
construction,wall,occupied,9
wall,occupied,palestinian,9
report,international,commission,9
torture,human,right,9
human,right,state,9
human,right,nationalism,9
hebrew,political,science,9
law,computer,security,9
ancient,history,library,9
measure,theory,law,9
israeli,settlement,west,9
law,content,measure,9
study,middle,eastern,9
palestinian,labour,migration,9
israeli,high,court,9
south,end,press,9
palestine,politics,political,9
palestinian,refugee,history,9
palestinian,minority,israel,9
history,genealogy,political,9
strip,political,science,9
study,hebrew,university,9
ethnic,group,immigration,9
palestine,study,article,9
december,2018,public,9
jewish,study,philosophy,9
science,history,criminology,9
history,palestine,political,9
country,report,human,9
human,right,practice,9
chronology,ancient,history,9
west,bank,history,9
palestine,politics,section,9
conflict,hold,dynamic,9
middle,east,art,9
history,geography,library,9
1984,cover,event,9
ground,occupy,palestinian,9
palestinian,territory,diplomatic,9
territory,diplomatic,sphere,9
typography,hebrew,history,9
human,settlement,middle,9
also,international,press,9
international,press,source,9
press,source,provide,9
science,sociology,advertising,9
quarter,august,november,9
section,typography,human,9
typography,human,settlement,9
economics,social,psychology,8
foreign,policy,decision,8
social,psychology,group,8
west,bank,law,8
law,psychology,politics,8
control,suicide,prevention,8
genocide,political,science,8
science,sociology,social,8
israeli,national,security,8
destruction,european,jew,8
art,history,history,8
international,criminal,justice,8
genocide,research,vol,8
university,press,1999,8
demography,political,science,8
law,philosophy,political,8
problem,1947,1949,8
art,history,theology,8
center,human,right,8
university,press,2016,8
conflict,new,york,8
human,right,history,8
journal,human,right,8
american,historical,review,8
early,twentieth,century,8
palestinian,woman,israel,8
ethnic,group,politics,8
political,science,environmental,8
biology,political,science,8
politics,social,science,8
economy,law,politics,8
identity,theory,social,8
public,relation,political,8
article,demonstrate,how,8
judaism,gender,study,8
gender,study,identity,8
arab,peace,initiative,8
political,science,negotiation,8
state,solution,israeli,8
israel,national,security,8
economics,law,politics,8
israel,nation,state,8
israeli,conflict,make,8
computer,science,middle,8
science,national,security,8
theology,philosophy,politics,8
france,unite,state,8
plo,palestine,liberation,8
play,significant,role,8
science,archaeology,philosophy,8
prime,minister,david,8
minister,david,ben,8
political,science,diplomacy,8
computer,science,jewish,8
play,major,role,8
sociology,power,physics,8
middle,east,diplomacy,8
first,part,book,8
holocaust,political,science,8
history,spanish,civil,8
united,arab,republic,8
law,history,archaeology,8
final,status,negotiation,8
palestinian,self,rule,8
political,science,biology,8
geography,law,archaeology,8
computer,science,palestine,8
ancient,history,jewish,8
british,mandate,palestine,8
right,wing,israeli,8
palestinian,occupied,territory,8
united,state,institute,8
return,palestinian,refugee,8
law,sociology,philosophy,8
foreign,policy,israel,8
art,history,political,8
study,classics,sociology,8
american,jewish,community,8
science,sociology,philosophy,8
israel,foreign,policy,8
history,philosophy,politics,8
gender,israeli,palestinian,8
palestinian,conflict,politics,8
conflict,politics,woman,8
politics,woman,resistance,8
international,law,israeli,8
computer,science,theology,8
ancient,history,development,8
palestinian,self,government,8
israeli,war,1948,8
national,security,political,8
philosophy,religious,study,8
theory,middle,east,8
international,trade,business,8
science,resistance,ecology,8
middle,east,war,8
human,right,occupied,8
political,science,economy,8
sociology,economics,law,8
middle,east,state,8
theology,media,study,8
geography,law,politics,8
economic,growth,economics,8
social,science,archaeology,8
israeli,labor,market,8
mandatory,palestine,law,8
law,geography,history,8
economics,law,political,8
political,economy,middle,8
economy,middle,east,8
refugee,ancient,history,8
man,woman,child,8
sociology,context,archaeology,8
science,classics,ancient,8
human,right,sociology,8
woman,political,prisoner,8
human,right,palestinian,8
turkish,foreign,policy,8
philosophy,law,politics,8
science,sociology,computer,8
institute,archaeology,university,8
standard,animal,value,8
animal,value,cattle,8
settler,colonial,context,8
demographic,economics,sociology,8
finding,discuss,light,8
demographic,economics,economics,8
computer,science,social,8
american,sociological,review,8
history,law,linguistics,8
download,library,science,8
media,study,computer,8
download,sociology,political,8
download,religious,study,8
art,history,library,8
science,geography,anthropology,8
outgroup,social,psychology,8
context,israeli,palestinian,8
outgroup,psychology,social,8
study,israeli,palestinian,8
israeli,palestinian,context,8
psychology,context,archaeology,8
history,psychology,social,8
economics,history,ancient,8
law,international,humanitarian,8
human,right,standard,8
court,economic,justice,8
science,geography,archaeology,8
abstract,article,explore,8
collective,memory,sociology,8
