author_id,author_name,journal_id,journal_name,specific_works,total_works
A5004252612,Lotte Thomsen,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5004252612,Lotte Thomsen,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5004277257,F. LeSieur,S84944781,Human Rights Law Review (HRLR),1,1
A5004292736,Frank Tachau,S176007004,American Political Science Review (APSR),0,7
A5004292736,Frank Tachau,S184885884,Middle East Journal,1,5
A5004292736,Frank Tachau,S87435064,International Journal of Middle East Studies (IJMES),1,11
A5004292736,Frank Tachau,S95650557,Journal of Politics (JOP),2,5
A5004311631,Ali Jarbawi,S88529193,Journal of Palestine Studies,2,2
A5004366846,Joel Savishinsky,S102499938,American Anthropologist,1,4
A5004366846,Joel Savishinsky,S173252385,The British Journal of Sociology (BJS),0,1
A5004374292,Henry W. Riecken,S102499938,American Anthropologist,0,1
A5004374292,Henry W. Riecken,S122471516,American Journal of Sociology (AJS),1,4
A5004374292,Henry W. Riecken,S157620343,American Sociological Review (ASR),0,4
A5004374292,Henry W. Riecken,S168863142,Journal of Social Issues (JSI),0,1
A5004442173,Theodor Meron,S156235965,International & Comparative Law Quarterly (ICLQ),0,3
A5004442173,Theodor Meron,S160097506,American Journal of International Law (AJIL),2,45
A5004442173,Theodor Meron,S175405714,European Journal of International Law (EJIL),0,1
A5004443663,Nancy J. Davis,S122471516,American Journal of Sociology (AJS),2,5
A5004443663,Nancy J. Davis,S157620343,American Sociological Review (ASR),0,3
A5004447905,Roger Goodman,S102499938,American Anthropologist,0,1
A5004447905,Roger Goodman,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,3
A5004447905,Roger Goodman,S96629499,Ethnic and Racial Studies,1,2
A5004486471,Mamdouh Nofal,S88529193,Journal of Palestine Studies,1,3
A5004487598,George K. Walker,S160097506,American Journal of International Law (AJIL),1,3
A5004625454,Latimah S. Peerwani,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5004655558,Gali Malkin,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5004669983,Tony Kushner,S141739696,Patterns of Prejudice,1,17
A5004669983,Tony Kushner,S4210222078,Holocaust Studies: A Journal of Culture and History,0,4
A5004669983,Tony Kushner,S452692,Holocaust and Genocide Studies (HGS),0,1
A5004669983,Tony Kushner,S96629499,Ethnic and Racial Studies,0,1
A5004686623,Michael J. Eisenstadt,S184885884,Middle East Journal,1,1
A5004706330,Thomas Wynn,S102499938,American Anthropologist,1,2
A5004706330,Thomas Wynn,S165709033,Current Anthropology,0,7
A5004706330,Thomas Wynn,S30381306,Journal of Anthropological Research,0,1
A5004706330,Thomas Wynn,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5004737410,Alan Wakelam*,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5004760042,M. J. Kelly,S452692,Holocaust and Genocide Studies (HGS),1,4
A5004760042,M. J. Kelly,S59071098,Journal of Genocide Research (JGR),0,1
A5004776298,Avner Caspi,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5004794342,Elizer Ben-Rafael,S173252385,The British Journal of Sociology (BJS),1,1
A5004829035,Michael Mastanduno,S143110675,World Politics,1,6
A5004829035,Michael Mastanduno,S176007004,American Political Science Review (APSR),0,4
A5004868317,Laura Drake,S88529193,Journal of Palestine Studies,1,1
A5004876931,Steven Salaita,S88529193,Journal of Palestine Studies,2,7
A5004876931,Steven Salaita,S94209876,Middle East Critique,0,1
A5004879390,Yoann Veny,S141739696,Patterns of Prejudice,1,1
A5004893676,Hootan Shambayati,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5004918062,Ida Audeh,S88529193,Journal of Palestine Studies,2,5
A5004989726,Kail C. Ellis,S184885884,Middle East Journal,1,5
A5004989726,Kail C. Ellis,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5004989726,Kail C. Ellis,S88529193,Journal of Palestine Studies,0,2
A5005033758,Benny Morris,S184885884,Middle East Journal,1,1
A5005033758,Benny Morris,S59071098,Journal of Genocide Research (JGR),0,1
A5005033758,Benny Morris,S83938913,New Left Review,1,2
A5005033758,Benny Morris,S88529193,Journal of Palestine Studies,15,35
A5005035650,Pnina Werbner,S102499938,American Anthropologist,0,1
A5005035650,Pnina Werbner,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,8
A5005035650,Pnina Werbner,S165709033,Current Anthropology,0,4
A5005035650,Pnina Werbner,S189112142,Ethnicities,0,2
A5005035650,Pnina Werbner,S22506700,Cultural Anthropology,0,1
A5005035650,Pnina Werbner,S43131466,Ethnos: Journal of Anthropology,1,2
A5005035650,Pnina Werbner,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,11
A5005035650,Pnina Werbner,S77333486,"Theory, culture, and society",0,4
A5005035650,Pnina Werbner,S96629499,Ethnic and Racial Studies,0,5
A5005038093,Derwood W. Lockard,S102499938,American Anthropologist,1,1
A5005041164,Kea S. Brahms,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5005041646,Daniel R. Rovenpor,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5005041646,Daniel R. Rovenpor,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5005041646,Daniel R. Rovenpor,S81071032,Group Processes & Intergroup Relations (GPIR),0,2
A5005044683,Maoz Rosenthal,S189112142,Ethnicities,1,1
A5005044683,Maoz Rosenthal,S96629499,Ethnic and Racial Studies,1,1
A5005091823,Shalva Weil,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,2
A5005104966,Roland Popp,S184885884,Middle East Journal,1,1
A5005104966,Roland Popp,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5005125381,Keith McLachlan,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5005125381,Keith McLachlan,S87435064,International Journal of Middle East Studies (IJMES),0,3
A5005133755,Roni Mikel Arieli,S59071098,Journal of Genocide Research (JGR),1,1
A5005142172,A. B. Zahlan,S88529193,Journal of Palestine Studies,1,1
A5005191439,Claes Hallgren,S43131466,Ethnos: Journal of Anthropology,1,3
A5005243606,Amnon Lev,S64143016,Constellations,1,2
A5005257304,Sami Shalom Chetrit,S88529193,Journal of Palestine Studies,3,4
A5005275161,Allan Arkush,S132513827,New German Critique,1,1
A5005312923,Jean-Marc Lévy-Leblond,S128727557,Radical Philosophy,1,1
A5005323350,K. Sue Jewell,S96629499,Ethnic and Racial Studies,1,2
A5005325651,Ruti Lifshitz-Oron,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5005337861,Neil Quilliam,S184885884,Middle East Journal,1,4
A5005341787,Mary Ann Tétreault,S176007004,American Political Science Review (APSR),0,5
A5005341787,Mary Ann Tétreault,S184885884,Middle East Journal,1,6
A5005341787,Mary Ann Tétreault,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,2
A5005341787,Mary Ann Tétreault,S87435064,International Journal of Middle East Studies (IJMES),1,12
A5005341787,Mary Ann Tétreault,S95650557,Journal of Politics (JOP),0,4
A5005358641,Breda Gray,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5005358641,Breda Gray,S173252385,The British Journal of Sociology (BJS),0,1
A5005358641,Breda Gray,S44753038,European Journal of Cultural Studies,0,1
A5005358641,Breda Gray,S96629499,Ethnic and Racial Studies,1,2
A5005379683,Sarit Okun,S168863142,Journal of Social Issues (JSI),1,1
A5005380064,Callie Maidhof,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5005384499,E. Baldwin,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,1
A5005430467,Eran Razin,S149872823,Journal of Ethnic and Migration Studies (JEMS),2,2
A5005430467,Eran Razin,S96629499,Ethnic and Racial Studies,0,1
A5005523225,Rowena Daw,S139935717,International Journal of Human Rights (IJHR),1,1
A5005558456,Daniel Amir,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5005612146,Eugene V. Rostow,S117766065,Harvard Law Review,0,3
A5005612146,Eugene V. Rostow,S143110675,World Politics,0,1
A5005612146,Eugene V. Rostow,S160097506,American Journal of International Law (AJIL),1,9
A5005612146,Eugene V. Rostow,S161895660,Yale Law Journal,0,25
A5005616937,Khaled Elgindy,S88529193,Journal of Palestine Studies,2,5
A5005627658,Alexander Scholch,S87435064,International Journal of Middle East Studies (IJMES),0,6
A5005627658,Alexander Scholch,S88529193,Journal of Palestine Studies,1,6
A5005638418,Tomislav Dulić,S452692,Holocaust and Genocide Studies (HGS),0,1
A5005638418,Tomislav Dulić,S59071098,Journal of Genocide Research (JGR),1,2
A5005641997,Jenny Kurman,S187348256,Personality and Social Psychology Bulletin (PSPB),1,2
A5005652396,King Hassan II,S88529193,Journal of Palestine Studies,1,1
A5005737067,Amnesty International,S38600022,Human Rights Quarterly,0,1
A5005737067,Amnesty International,S88529193,Journal of Palestine Studies,1,1
A5005750579,Y. Talmon-Garbier,S173252385,The British Journal of Sociology (BJS),1,1
A5005776107,Vanessa Martin,S184885884,Middle East Journal,0,1
A5005776107,Vanessa Martin,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,3
A5005776107,Vanessa Martin,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5005823241,Ying-Yi Hong,S187348256,Personality and Social Psychology Bulletin (PSPB),0,5
A5005823241,Ying-Yi Hong,S29984966,Journal of Personality and Social Psychology (JPSP),2,14
A5005823241,Ying-Yi Hong,S47258695,Memory,0,1
A5005823241,Ying-Yi Hong,S81071032,Group Processes & Intergroup Relations (GPIR),0,5
A5005828030,Joann Digeorgio-Lutz,S141456655,Genocide Studies and Prevention: An International Journal (GSP),1,7
A5005835325,Eric Hirsch,S102499938,American Anthropologist,0,1
A5005835325,Eric Hirsch,S165709033,Current Anthropology,0,3
A5005835325,Eric Hirsch,S176007004,American Political Science Review (APSR),0,1
A5005835325,Eric Hirsch,S25593863,Cultural Studies,0,1
A5005835325,Eric Hirsch,S43131466,Ethnos: Journal of Anthropology,0,2
A5005835325,Eric Hirsch,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,15
A5005835325,Eric Hirsch,S77333486,"Theory, culture, and society",0,1
A5005866185,Ronit D. Leichtentritt,S5866276,Journal of Loss and Trauma,1,1
A5005869792,Irene Calis,S88529193,Journal of Palestine Studies,1,1
A5005893936,Steiner Berge,S88529193,Journal of Palestine Studies,1,1
A5005932468,Phanida Juntasopeepun,S5866276,Journal of Loss and Trauma,1,2
A5005949149,Zoltan Barany,S143110675,World Politics,0,1
A5005949149,Zoltan Barany,S176007004,American Political Science Review (APSR),0,2
A5005949149,Zoltan Barany,S184885884,Middle East Journal,1,3
A5005949149,Zoltan Barany,S96629499,Ethnic and Racial Studies,1,5
A5005966567,James Fine,S156235965,International & Comparative Law Quarterly (ICLQ),0,1
A5005966567,James Fine,S160097506,American Journal of International Law (AJIL),1,4
A5005966567,James Fine,S88529193,Journal of Palestine Studies,3,9
A5006020549,Michaeal Dunn,S184885884,Middle East Journal,1,1
A5006093529,Mohamed Rabie,S88529193,Journal of Palestine Studies,1,1
A5006100782,Norman (Noach) Milgram,S168863142,Journal of Social Issues (JSI),1,1
A5006100782,Norman (Noach) Milgram,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5006110904,Nechumi Malovicki-Yaffe,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5006110904,Nechumi Malovicki-Yaffe,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5006148093,Magdalena Forowicz,S154337186,Leiden Journal of International Law (LJIL),1,1
A5006151855,Samer Halabi,S168863142,Journal of Social Issues (JSI),1,1
A5006151855,Samer Halabi,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5006151855,Samer Halabi,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5006151855,Samer Halabi,S81071032,Group Processes & Intergroup Relations (GPIR),6,6
A5006182908,Doris Kilias,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5006198001,Zoltán I. Búzás,S90314269,American Journal of Political Science (AJPS),1,1
A5006213165,Michal Kravel-Tovi,S102499938,American Anthropologist,0,2
A5006213165,Michal Kravel-Tovi,S122471516,American Journal of Sociology (AJS),0,1
A5006213165,Michal Kravel-Tovi,S165709033,Current Anthropology,0,1
A5006213165,Michal Kravel-Tovi,S43131466,Ethnos: Journal of Anthropology,1,1
A5006213165,Michal Kravel-Tovi,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,2
A5006213165,Michal Kravel-Tovi,S96629499,Ethnic and Racial Studies,1,1
A5006213982,Miriyam Aouragh,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5006213982,Miriyam Aouragh,S94209876,Middle East Critique,1,2
A5006220998,Omid Safi,S184885884,Middle East Journal,1,3
A5006220998,Omid Safi,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5006227401,Elias H. Tuma,S173252385,The British Journal of Sociology (BJS),0,1
A5006227401,Elias H. Tuma,S176007004,American Political Science Review (APSR),0,1
A5006227401,Elias H. Tuma,S184885884,Middle East Journal,0,4
A5006227401,Elias H. Tuma,S87435064,International Journal of Middle East Studies (IJMES),1,2
A5006227401,Elias H. Tuma,S88529193,Journal of Palestine Studies,0,4
A5006234030,Dale Bishop,S184885884,Middle East Journal,0,1
A5006234030,Dale Bishop,S88529193,Journal of Palestine Studies,2,2
A5006257142,Anya Ragnhildstveit,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5006268985,Seth Kunin,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,1
A5006293752,Clea Lutz Bunch,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5006353937,Amit Kama,S44753038,European Journal of Cultural Studies,1,1
A5006353937,Amit Kama,S65256140,Journal of the Royal Anthropological Institute (JRAI),1,1
A5006360782,Patricia Hill Collins,S122471516,American Journal of Sociology (AJS),0,2
A5006360782,Patricia Hill Collins,S157620343,American Sociological Review (ASR),0,1
A5006360782,Patricia Hill Collins,S173252385,The British Journal of Sociology (BJS),0,2
A5006360782,Patricia Hill Collins,S189112142,Ethnicities,0,2
A5006360782,Patricia Hill Collins,S60621485,Sociological Theory,0,1
A5006360782,Patricia Hill Collins,S96629499,Ethnic and Racial Studies,1,7
A5006400425,Manfred Brusten,S452692,Holocaust and Genocide Studies (HGS),1,1
A5006430947,Robert F Drinan,S117766065,Harvard Law Review,0,4
A5006430947,Robert F Drinan,S160097506,American Journal of International Law (AJIL),0,3
A5006430947,Robert F Drinan,S161743634,Stanford Law Review,0,1
A5006430947,Robert F Drinan,S161895660,Yale Law Journal,0,2
A5006430947,Robert F Drinan,S38600022,Human Rights Quarterly,1,5
A5006430947,Robert F Drinan,S452692,Holocaust and Genocide Studies (HGS),0,1
A5006459718,Siwar Hasan Aslih,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5006459718,Siwar Hasan Aslih,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5006464658,Mark A. Mengerink,S452692,Holocaust and Genocide Studies (HGS),1,5
A5006467371,Hyam Maccoby,S141739696,Patterns of Prejudice,1,2
A5006467371,Hyam Maccoby,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5006489331,Limor Gabay-Egozi,S159327246,European Sociological Review (ESR),1,2
A5006519168,Dan Avnon,S38600022,Human Rights Quarterly,1,1
A5006520053,Bruno Kreisky,S88529193,Journal of Palestine Studies,2,4
A5006534560,Wm. F. Dorrill,S176007004,American Political Science Review (APSR),1,1
A5006555981,Fadle Naqib,S88529193,Journal of Palestine Studies,1,5
A5006601672,Sidney J. Baxendale,S88529193,Journal of Palestine Studies,2,2
A5006667037,Samuel D. Pimentel,S90314269,American Journal of Political Science (AJPS),1,1
A5006679655,Jose Casanova,S122471516,American Journal of Sociology (AJS),1,1
A5006679655,Jose Casanova,S173252385,The British Journal of Sociology (BJS),0,1
A5006679655,Jose Casanova,S57090429,Philosophy and Social Criticism,0,1
A5006679655,Jose Casanova,S64143016,Constellations,0,2
A5006679655,Jose Casanova,S97631563,Telos,0,2
A5006712048,Smadar Ben-Asher,S5866276,Journal of Loss and Trauma,1,2
A5006712048,Smadar Ben-Asher,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,1
A5006715779,Mary C. Stiner,S102499938,American Anthropologist,0,1
A5006715779,Mary C. Stiner,S165709033,Current Anthropology,1,9
A5006715779,Mary C. Stiner,S30381306,Journal of Anthropological Research,0,1
A5006732403,Iris Canor,S154337186,Leiden Journal of International Law (LJIL),1,2
A5006732403,Iris Canor,S160097506,American Journal of International Law (AJIL),0,1
