author_id,author_name,journal_id,journal_name,specific_works,total_works
A5010645538,Jeremy A. Siegman,S88529193,Journal of Palestine Studies,1,1
A5010661464,Joëlle Bahloul,S102499938,American Anthropologist,1,3
A5010661464,Joëlle Bahloul,S30381306,Journal of Anthropological Research,0,1
A5010667663,Muhanad Mustafa,S96629499,Ethnic and Racial Studies,1,1
A5010685803,Alek D. Epstein,S65076878,Journal of Human Rights (JHR),1,1
A5010692432,Donald Harman Akenson,S96629499,Ethnic and Racial Studies,1,2
A5010692833,Félix Neto,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5010692833,Félix Neto,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5010692833,Félix Neto,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5010692833,Félix Neto,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,1
A5010876088,Nuntaporn Karawekpanyawong,S5866276,Journal of Loss and Trauma,1,2
A5010890142,Renee R. Anspach,S157620343,American Sociological Review (ASR),1,1
A5010907689,Kevin Jon Heller,S154337186,Leiden Journal of International Law (LJIL),0,1
A5010907689,Kevin Jon Heller,S160097506,American Journal of International Law (AJIL),1,4
A5010907689,Kevin Jon Heller,S161743634,Stanford Law Review,0,1
A5010907689,Kevin Jon Heller,S175405714,European Journal of International Law (EJIL),0,1
A5010907689,Kevin Jon Heller,S38600022,Human Rights Quarterly,0,1
A5010907689,Kevin Jon Heller,S59071098,Journal of Genocide Research (JGR),0,1
A5010924288,Brendan Nyhan,S90314269,American Journal of Political Science (AJPS),0,4
A5010924288,Brendan Nyhan,S95650557,Journal of Politics (JOP),1,2
A5010924288,Brendan Nyhan,S95691132,British Journal of Political Science (BJPolS),0,4
A5010931398,Robert E. Harkavy,S176007004,American Political Science Review (APSR),2,10
A5010931398,Robert E. Harkavy,S95650557,Journal of Politics (JOP),0,1
A5010969125,M.J. Le Lohé,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5011000771,Peter John Loewen,S176007004,American Political Science Review (APSR),1,4
A5011000771,Peter John Loewen,S90314269,American Journal of Political Science (AJPS),0,2
A5011000771,Peter John Loewen,S95650557,Journal of Politics (JOP),0,4
A5011000771,Peter John Loewen,S95691132,British Journal of Political Science (BJPolS),0,1
A5011003663,Judith Gabriel,S88529193,Journal of Palestine Studies,1,4
A5011018703,Roman Vater,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5011038032,James M. Bellis,S102499938,American Anthropologist,1,3
A5011041797,Marian J. Bakermans-Kranenburg,S5866276,Journal of Loss and Trauma,1,1
A5011053985,Menachem Fisch,S65076878,Journal of Human Rights (JHR),0,1
A5011053985,Menachem Fisch,S97631563,Telos,1,1
A5011055396,Robert V. Robinson,S122471516,American Journal of Sociology (AJS),2,7
A5011055396,Robert V. Robinson,S157620343,American Sociological Review (ASR),0,9
A5011055396,Robert V. Robinson,S173252385,The British Journal of Sociology (BJS),0,2
A5011134619,Eran Chajut,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5011134619,Eran Chajut,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5011154970,Muhammed Khalaily,S94209876,Middle East Critique,2,2
A5011179192,Sliman Khawalde,S30381306,Journal of Anthropological Research,1,1
A5011179192,Sliman Khawalde,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5011182608,Mansur Saad,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5011206140,Bilha Bachrach,S5866276,Journal of Loss and Trauma,1,1
A5011262575,Michael Keating,S96629499,Ethnic and Racial Studies,2,3
A5011265309,Dylan E Horner,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5011265309,Dylan E Horner,S29984966,Journal of Personality and Social Psychology (JPSP),1,2
A5011286672,Karen A. Miller,S122471516,American Journal of Sociology (AJS),0,3
A5011286672,Karen A. Miller,S157620343,American Sociological Review (ASR),0,1
A5011286672,Karen A. Miller,S168863142,Journal of Social Issues (JSI),1,1
A5011292135,Howard A. Lasus,S96629499,Ethnic and Racial Studies,1,1
A5011369398,Menachem Ben-Ezra,S5866276,Journal of Loss and Trauma,1,2
A5011386686,Adi Yehoshua-Halevi,S5866276,Journal of Loss and Trauma,1,1
A5011566098,Nadim N. Rouhana,S168863142,Journal of Social Issues (JSI),1,1
A5011566098,Nadim N. Rouhana,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5011566098,Nadim N. Rouhana,S59071098,Journal of Genocide Research (JGR),1,1
A5011566098,Nadim N. Rouhana,S88529193,Journal of Palestine Studies,6,6
A5011566098,Nadim N. Rouhana,S96629499,Ethnic and Racial Studies,1,1
A5011630288,Gila Fatran,S452692,Holocaust and Genocide Studies (HGS),1,1
A5011635200,Crystal M Shackleford,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5011646639,Roy Aloni,S5866276,Journal of Loss and Trauma,1,1
A5011680349,Alison M. Bowes,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5011680349,Alison M. Bowes,S43131466,Ethnos: Journal of Anthropology,1,1
A5011680349,Alison M. Bowes,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5011680349,Alison M. Bowes,S96629499,Ethnic and Racial Studies,0,2
A5011686917,Leore Grosman,S165709033,Current Anthropology,1,3
A5011699792,B. Lynne Barbee,S88529193,Journal of Palestine Studies,1,2
A5011718438,Stephen J. Roth,S141739696,Patterns of Prejudice,1,30
A5011729158,Charles C. Moskos,S122471516,American Journal of Sociology (AJS),1,4
A5011729158,Charles C. Moskos,S157620343,American Sociological Review (ASR),0,4
A5011729158,Charles C. Moskos,S168863142,Journal of Social Issues (JSI),0,1
A5011729158,Charles C. Moskos,S173252385,The British Journal of Sociology (BJS),0,1
A5011735228,Shira Offer,S122471516,American Journal of Sociology (AJS),0,1
A5011735228,Shira Offer,S157620343,American Sociological Review (ASR),0,2
A5011735228,Shira Offer,S96629499,Ethnic and Racial Studies,1,1
A5011836353,Moshe Greenberg,S165709033,Current Anthropology,0,1
A5011836353,Moshe Greenberg,S176007004,American Political Science Review (APSR),1,1
A5011877550,Yuval Feldman,S44706263,Law and Society Review,1,1
A5011934482,Moshe Ma'oz,S184885884,Middle East Journal,2,2
A5011934482,Moshe Ma'oz,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5011934482,Moshe Ma'oz,S88529193,Journal of Palestine Studies,0,2
A5011937260,Benjamin Rivlin,S176007004,American Political Science Review (APSR),0,4
A5011937260,Benjamin Rivlin,S184885884,Middle East Journal,1,1
A5011937260,Benjamin Rivlin,S95650557,Journal of Politics (JOP),0,1
A5011981682,Nicholas Hansen,S154337186,Leiden Journal of International Law (LJIL),1,2
A5011985692,Rob Witte,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5011985692,Rob Witte,S96629499,Ethnic and Racial Studies,1,1
A5011988886,Michael J. Dennis,S160097506,American Journal of International Law (AJIL),1,11
A5011997342,Umit Kurt,S141739696,Patterns of Prejudice,0,1
A5011997342,Umit Kurt,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5011997342,Umit Kurt,S452692,Holocaust and Genocide Studies (HGS),0,1
A5011997342,Umit Kurt,S59071098,Journal of Genocide Research (JGR),0,3
A5012010166,Y. Zilbershats,S175405714,European Journal of International Law (EJIL),1,1
A5012013602,Daniel Landau,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5012018580,Adolph Reed,S176007004,American Political Science Review (APSR),0,1
A5012018580,Adolph Reed,S88529193,Journal of Palestine Studies,1,1
A5012018580,Adolph Reed,S97631563,Telos,0,3
A5012064438,Ian Richard Netton,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,5
A5012086962,Spencer Mawby,S184885884,Middle East Journal,1,4
A5012109626,Yitchak Haberfeld,S159327246,European Sociological Review (ESR),1,1
A5012109626,Yitchak Haberfeld,S96629499,Ethnic and Racial Studies,2,2
A5012123334,Steve Cox,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5012133867,Enrique Rodriguez L.,S43131466,Ethnos: Journal of Anthropology,1,1
A5012149752,Nadav P. Goldschmied,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5012246069,Alan S. Kaye,S165709033,Current Anthropology,0,1
A5012246069,Alan S. Kaye,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5012246069,Alan S. Kaye,S87435064,International Journal of Middle East Studies (IJMES),0,3
A5012246649,Stephen J. Whitfield,S141739696,Patterns of Prejudice,1,19
A5012246649,Stephen J. Whitfield,S96629499,Ethnic and Racial Studies,0,1
A5012262813,Amira Hass,S88529193,Journal of Palestine Studies,1,1
A5012264354,Ephrat Huss,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5012264354,Ephrat Huss,S5866276,Journal of Loss and Trauma,1,3
A5012269770,Ilan Riss,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5012282617,Benjamin B. Ferencz,S156235965,International & Comparative Law Quarterly (ICLQ),0,2
A5012282617,Benjamin B. Ferencz,S160097506,American Journal of International Law (AJIL),1,48
A5012326902,Chandni Desai,S88529193,Journal of Palestine Studies,1,1
A5012344260,Luigi Daniele,S59071098,Journal of Genocide Research (JGR),1,1
A5012351765,Nur Masalha,S199726014,British Journal of Middle Eastern Studies (BRISMES),3,3
A5012351765,Nur Masalha,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5012351765,Nur Masalha,S88529193,Journal of Palestine Studies,3,7
A5012357159,Thomas Kehoe,S141456655,Genocide Studies and Prevention: An International Journal (GSP),1,1
A5012357159,Thomas Kehoe,S452692,Holocaust and Genocide Studies (HGS),0,1
A5012357159,Thomas Kehoe,S59071098,Journal of Genocide Research (JGR),0,1
A5012362296,Nir Halevy,S187348256,Personality and Social Psychology Bulletin (PSPB),1,8
A5012362296,Nir Halevy,S29984966,Journal of Personality and Social Psychology (JPSP),0,6
A5012362296,Nir Halevy,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5012383867,Peter Hegarty,S144836642,Memory Studies,1,3
A5012383867,Peter Hegarty,S168863142,Journal of Social Issues (JSI),0,2
A5012383867,Peter Hegarty,S29984966,Journal of Personality and Social Psychology (JPSP),0,5
A5012383867,Peter Hegarty,S81071032,Group Processes & Intergroup Relations (GPIR),0,4
A5012390526,Esther Isman,S5866276,Journal of Loss and Trauma,1,1
A5012397810,Ido Liviatan,S187348256,Personality and Social Psychology Bulletin (PSPB),2,2
A5012397810,Ido Liviatan,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5012405161,Nimer Sultany,S59071098,Journal of Genocide Research (JGR),0,1
A5012405161,Nimer Sultany,S88529193,Journal of Palestine Studies,2,6
A5012415971,Beverly Tsacoyianis,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5012415971,Beverly Tsacoyianis,S88529193,Journal of Palestine Studies,1,1
A5012421288,Jerry S. Cloyd,S157620343,American Sociological Review (ASR),1,2
A5012470626,Rachel A. Nitzberg,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5012475977,Lesley G. Terris,S95650557,Journal of Politics (JOP),0,1
A5012475977,Lesley G. Terris,S95691132,British Journal of Political Science (BJPolS),1,1
A5012497903,Yehoshafat Harkabi,S141739696,Patterns of Prejudice,0,1
A5012497903,Yehoshafat Harkabi,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5012497903,Yehoshafat Harkabi,S88529193,Journal of Palestine Studies,4,6
A5012507308,Tsvi Erez,S452692,Holocaust and Genocide Studies (HGS),1,1
A5012511278,Jeremy M. Weinstein,S176007004,American Political Science Review (APSR),0,4
A5012511278,Jeremy M. Weinstein,S90314269,American Journal of Political Science (AJPS),1,2
A5012511278,Jeremy M. Weinstein,S95691132,British Journal of Political Science (BJPolS),0,1
A5012535421,David B. Nissman,S184885884,Middle East Journal,0,1
A5012535421,David B. Nissman,S96629499,Ethnic and Racial Studies,1,1
A5012560127,Shabtay Levit,S5866276,Journal of Loss and Trauma,1,1
A5012617151,Sophia Backhaus,S95691132,British Journal of Political Science (BJPolS),1,1
A5012663552,Omri Arens,S184885884,Middle East Journal,2,2
A5012691155,Lucy Mair,S102499938,American Anthropologist,0,4
A5012691155,Lucy Mair,S141739696,Patterns of Prejudice,0,1
A5012691155,Lucy Mair,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5012691155,Lucy Mair,S157620343,American Sociological Review (ASR),0,1
A5012691155,Lucy Mair,S165709033,Current Anthropology,0,2
A5012691155,Lucy Mair,S173252385,The British Journal of Sociology (BJS),0,30
A5012729991,Shlomo Fischer,S65076878,Journal of Human Rights (JHR),1,1
A5012789351,Ariella Shapira,S187348256,Personality and Social Psychology Bulletin (PSPB),1,1
A5012795773,Ronak Husni,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,3
A5012849675,Raja Shehadeh,S156235965,International & Comparative Law Quarterly (ICLQ),0,1
A5012849675,Raja Shehadeh,S88529193,Journal of Palestine Studies,5,17
A5012851342,Çigdem Balim,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5012894123,Najwa Makhoul,S88529193,Journal of Palestine Studies,2,2
A5012919525,Shira Mor,S81071032,Group Processes & Intergroup Relations (GPIR),1,2
A5012926460,Uri Bar-Joseph,S184885884,Middle East Journal,1,1
A5012959494,Uri Avnery,S88529193,Journal of Palestine Studies,1,1
A5012985528,Andre Beaufre,S88529193,Journal of Palestine Studies,2,2
A5013001680,Dov Shmotkin,S29984966,Journal of Personality and Social Psychology (JPSP),1,4
A5013001680,Dov Shmotkin,S5866276,Journal of Loss and Trauma,1,1
A5013018876,Wilson J. Moses,S96629499,Ethnic and Racial Studies,1,1
A5013030651,Ilana Preale,S29984966,Journal of Personality and Social Psychology (JPSP),1,1
A5013032050,Brian Wood,S165709033,Current Anthropology,0,2
A5013032050,Brian Wood,S88529193,Journal of Palestine Studies,4,5
A5013102614,Sune Haugbolle,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5013102614,Sune Haugbolle,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5013102614,Sune Haugbolle,S88529193,Journal of Palestine Studies,0,1
A5013102614,Sune Haugbolle,S94209876,Middle East Critique,0,3
A5013197635,Richard A. Williams,S157620343,American Sociological Review (ASR),1,3
A5013207848,David S. Sorenson,S176007004,American Political Science Review (APSR),0,2
A5013207848,David S. Sorenson,S184885884,Middle East Journal,1,1
A5013207848,David S. Sorenson,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5013209463,John D. Anthony,S184885884,Middle East Journal,1,2
A5013209463,John D. Anthony,S88529193,Journal of Palestine Studies,2,4
A5013301869,Darryl Li,S102499938,American Anthropologist,0,2
A5013301869,Darryl Li,S129275725,Law and Social Inquiry,0,1
A5013301869,Darryl Li,S22506700,Cultural Anthropology,0,1
A5013301869,Darryl Li,S59071098,Journal of Genocide Research (JGR),0,1
A5013301869,Darryl Li,S88529193,Journal of Palestine Studies,1,3
A5013307614,Shmuel Moreh,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5013326285,Tamar Zelniker,S168863142,Journal of Social Issues (JSI),1,1
A5013359342,Jamil Khader,S44753038,European Journal of Cultural Studies,1,1
A5013365632,J. Lewis Rasmussen,S184885884,Middle East Journal,1,1
A5013374804,Jordan J. Paust,S143110675,World Politics,0,1
A5013374804,Jordan J. Paust,S154337186,Leiden Journal of International Law (LJIL),0,1
A5013374804,Jordan J. Paust,S160097506,American Journal of International Law (AJIL),1,18
A5013374804,Jordan J. Paust,S161895660,Yale Law Journal,0,2
A5013374804,Jordan J. Paust,S38600022,Human Rights Quarterly,0,2
A5013409731,Tammie Ronen,S5866276,Journal of Loss and Trauma,1,2
A5013412137,David Lawrence,S157620343,American Sociological Review (ASR),0,1
A5013412137,David Lawrence,S176007004,American Political Science Review (APSR),0,1
A5013412137,David Lawrence,S88529193,Journal of Palestine Studies,4,4
A5013429112,Alisa Stadler,S141739696,Patterns of Prejudice,1,1
A5013433900,Rachel Hertz-Lazarowitz,S168863142,Journal of Social Issues (JSI),3,3
A5013433900,Rachel Hertz-Lazarowitz,S29984966,Journal of Personality and Social Psychology (JPSP),2,2
A5013437754,Norman Schofield,S176007004,American Political Science Review (APSR),0,3
A5013437754,Norman Schofield,S90314269,American Journal of Political Science (AJPS),0,1
A5013437754,Norman Schofield,S95650557,Journal of Politics (JOP),0,1
A5013437754,Norman Schofield,S95691132,British Journal of Political Science (BJPolS),1,4
A5013438865,Stephan Landsman,S161743634,Stanford Law Review,0,1
A5013438865,Stephan Landsman,S38600022,Human Rights Quarterly,1,1
A5013453869,Donna E. Arzt,S129275725,Law and Social Inquiry,2,2
A5013453869,Donna E. Arzt,S38600022,Human Rights Quarterly,0,2
A5013494756,Joseph Kostiner,S184885884,Middle East Journal,1,1
A5013494756,Joseph Kostiner,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5013500684,M. Cohen,S102499938,American Anthropologist,0,1
A5013500684,M. Cohen,S97631563,Telos,1,1
A5013542557,Harvey Whitehouse,S157620343,American Sociological Review (ASR),1,1
A5013542557,Harvey Whitehouse,S165709033,Current Anthropology,0,2
A5013542557,Harvey Whitehouse,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,5
A5013542557,Harvey Whitehouse,S81071032,Group Processes & Intergroup Relations (GPIR),0,2
A5013561319,Alex Weingrod,S102499938,American Anthropologist,2,6
A5013561319,Alex Weingrod,S122471516,American Journal of Sociology (AJS),2,2
A5013561319,Alex Weingrod,S157620343,American Sociological Review (ASR),1,1
A5013561319,Alex Weingrod,S165709033,Current Anthropology,0,2
A5013561319,Alex Weingrod,S173252385,The British Journal of Sociology (BJS),0,1
A5013561319,Alex Weingrod,S22506700,Cultural Anthropology,1,1
A5013561319,Alex Weingrod,S43131466,Ethnos: Journal of Anthropology,1,1
A5013561319,Alex Weingrod,S87435064,International Journal of Middle East Studies (IJMES),2,2
A5013561319,Alex Weingrod,S96629499,Ethnic and Racial Studies,2,2
A5013564745,Mary J. Gallant,S117214891,International Criminal Justice Review,1,1
A5013576943,Raja Shihadeh,S175405714,European Journal of International Law (EJIL),1,1
A5013621331,Deborah Bernstein,S173252385,The British Journal of Sociology (BJS),2,2
A5013621331,Deborah Bernstein,S96629499,Ethnic and Racial Studies,1,2
A5013622790,Shira Hantman,S5866276,Journal of Loss and Trauma,1,1
A5013629464,Gershon Greenberg,S4210222078,Holocaust Studies: A Journal of Culture and History,0,1
A5013629464,Gershon Greenberg,S452692,Holocaust and Genocide Studies (HGS),1,4
A5013649411,Peter J. Ling,S141739696,Patterns of Prejudice,0,1
A5013649411,Peter J. Ling,S96629499,Ethnic and Racial Studies,3,9
A5013658324,Shlomo Sharan,S29984966,Journal of Personality and Social Psychology (JPSP),1,2
A5013659254,Kristy Ching Yee Chong,S168863142,Journal of Social Issues (JSI),1,1
A5013674680,Graham Macklin,S141739696,Patterns of Prejudice,0,6
A5013674680,Graham Macklin,S4210222078,Holocaust Studies: A Journal of Culture and History,1,1
A5013696106,Ahmad H. Sa'di,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5013696106,Ahmad H. Sa'di,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",3,3
A5013696106,Ahmad H. Sa'di,S88529193,Journal of Palestine Studies,1,2
A5013731753,Joshua Sperber,S88529193,Journal of Palestine Studies,1,1
A5013758704,Anastasia Christou,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,4
A5013758704,Anastasia Christou,S96629499,Ethnic and Racial Studies,0,1
A5013761868,Mala Tabory,S156235965,International & Comparative Law Quarterly (ICLQ),1,1
A5013761868,Mala Tabory,S160097506,American Journal of International Law (AJIL),0,2
A5013765990,Chad F. Emmett,S184885884,Middle East Journal,2,2
A5013765990,Chad F. Emmett,S88529193,Journal of Palestine Studies,1,2
A5013768008,Valerie Yorke,S88529193,Journal of Palestine Studies,2,8
A5013807788,Iain Scobbie,S154337186,Leiden Journal of International Law (LJIL),0,4
A5013807788,Iain Scobbie,S156235965,International & Comparative Law Quarterly (ICLQ),0,6
A5013807788,Iain Scobbie,S160097506,American Journal of International Law (AJIL),1,3
A5013807788,Iain Scobbie,S175405714,European Journal of International Law (EJIL),0,5
A5013871225,Chaim I. Waxman,S122471516,American Journal of Sociology (AJS),0,1
A5013871225,Chaim I. Waxman,S141739696,Patterns of Prejudice,0,1
A5013871225,Chaim I. Waxman,S157620343,American Sociological Review (ASR),0,2
A5013871225,Chaim I. Waxman,S87435064,International Journal of Middle East Studies (IJMES),2,3
A5013933379,Victor Florian,S187348256,Personality and Social Psychology Bulletin (PSPB),2,5
A5013933379,Victor Florian,S29984966,Journal of Personality and Social Psychology (JPSP),5,18
A5013943373,J. Dugard,S139935717,International Journal of Human Rights (IJHR),0,1
A5013943373,J. Dugard,S154337186,Leiden Journal of International Law (LJIL),0,1
A5013943373,J. Dugard,S175405714,European Journal of International Law (EJIL),1,2
A5013947009,Zvika Orr,S139935717,International Journal of Human Rights (IJHR),2,2
A5013947009,Zvika Orr,S38600022,Human Rights Quarterly,1,1
A5013947009,Zvika Orr,S44706263,Law and Society Review,1,1
A5013947009,Zvika Orr,S65076878,Journal of Human Rights (JHR),2,2
A5013949997,Benjamin Acosta,S184885884,Middle East Journal,1,1
A5013949997,Benjamin Acosta,S95650557,Journal of Politics (JOP),0,1
A5013969625,Eve Spangler,S122471516,American Journal of Sociology (AJS),0,3
A5013969625,Eve Spangler,S88529193,Journal of Palestine Studies,1,1
A5014015181,Eyal Benvenisti,S156235965,International & Comparative Law Quarterly (ICLQ),0,1
A5014015181,Eyal Benvenisti,S160097506,American Journal of International Law (AJIL),1,7
A5014015181,Eyal Benvenisti,S175405714,European Journal of International Law (EJIL),2,14
A5014015181,Eyal Benvenisti,S42104779,Journal of International Dispute Settlement (JIDS),0,1
A5014015181,Eyal Benvenisti,S64143016,Constellations,0,1
A5014050347,Stavros Kavageorgis,S96629499,Ethnic and Racial Studies,1,1
A5014055213,Yagil Levy,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5014055213,Yagil Levy,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5014071040,Heather Stoll,S184885884,Middle East Journal,1,1
A5014101901,Rachel Sharaby,S189112142,Ethnicities,1,1
A5014101901,Rachel Sharaby,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",2,2
A5014101901,Rachel Sharaby,S96629499,Ethnic and Racial Studies,0,1
A5014132938,Kenneth D. Wald,S173252385,The British Journal of Sociology (BJS),0,1
A5014132938,Kenneth D. Wald,S176007004,American Political Science Review (APSR),0,5
A5014132938,Kenneth D. Wald,S90314269,American Journal of Political Science (AJPS),0,1
A5014132938,Kenneth D. Wald,S95650557,Journal of Politics (JOP),1,3
A5014132938,Kenneth D. Wald,S95691132,British Journal of Political Science (BJPolS),0,2
A5014132938,Kenneth D. Wald,S96629499,Ethnic and Racial Studies,1,1
A5014135691,Mahmud El-Jaafari,S88529193,Journal of Palestine Studies,2,2
A5014210145,Miriam Shapira,S5866276,Journal of Loss and Trauma,1,1
A5014233788,Barry Naughten,S184885884,Middle East Journal,1,1
A5014240488,Frederick E. Hoxie,S129275725,Law and Social Inquiry,0,3
A5014240488,Frederick E. Hoxie,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5014240488,Frederick E. Hoxie,S96629499,Ethnic and Racial Studies,1,6
A5014334361,Michèle Lamont,S105812952,Du Bois Review: Social Science Research on Race,0,2
A5014334361,Michèle Lamont,S122471516,American Journal of Sociology (AJS),0,11
A5014334361,Michèle Lamont,S143110675,World Politics,0,1
A5014334361,Michèle Lamont,S157620343,American Sociological Review (ASR),0,3
A5014334361,Michèle Lamont,S173252385,The British Journal of Sociology (BJS),0,4
A5014334361,Michèle Lamont,S176007004,American Political Science Review (APSR),0,2
A5014334361,Michèle Lamont,S60621485,Sociological Theory,0,2
A5014334361,Michèle Lamont,S77333486,"Theory, culture, and society",0,2
A5014334361,Michèle Lamont,S96629499,Ethnic and Racial Studies,1,8
A5014336295,Orit Taubman – Ben-Ari,S29984966,Journal of Personality and Social Psychology (JPSP),0,2
A5014336295,Orit Taubman – Ben-Ari,S5866276,Journal of Loss and Trauma,1,2
A5014342057,Moshe Shokeid,S102499938,American Anthropologist,0,2
A5014342057,Moshe Shokeid,S122471516,American Journal of Sociology (AJS),2,2
A5014342057,Moshe Shokeid,S165709033,Current Anthropology,2,4
A5014342057,Moshe Shokeid,S173252385,The British Journal of Sociology (BJS),1,1
A5014342057,Moshe Shokeid,S22506700,Cultural Anthropology,0,2
A5014342057,Moshe Shokeid,S43131466,Ethnos: Journal of Anthropology,1,4
A5014342057,Moshe Shokeid,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5014342057,Moshe Shokeid,S96629499,Ethnic and Racial Studies,2,2
A5014367996,Laliv Melamed,S102499938,American Anthropologist,1,1
A5014390327,Mohammed M. Hafez,S184885884,Middle East Journal,0,1
A5014390327,Mohammed M. Hafez,S87435064,International Journal of Middle East Studies (IJMES),2,3
A5014390327,Mohammed M. Hafez,S95650557,Journal of Politics (JOP),0,1
A5014401028,Leenah Al-Qattan,S88529193,Journal of Palestine Studies,3,6
A5014411435,Aaron Ponce,S189112142,Ethnicities,0,1
A5014411435,Aaron Ponce,S96629499,Ethnic and Racial Studies,1,3
A5014443278,Anton Kurapov,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5014443278,Anton Kurapov,S5866276,Journal of Loss and Trauma,1,5
A5014481218,Nicolas Pelham,S88529193,Journal of Palestine Studies,1,1
A5014510253,Barry Trachtenberg,S452692,Holocaust and Genocide Studies (HGS),0,1
A5014510253,Barry Trachtenberg,S88529193,Journal of Palestine Studies,1,1
A5014524521,Anis F. Kassim,S160097506,American Journal of International Law (AJIL),0,1
A5014524521,Anis F. Kassim,S88529193,Journal of Palestine Studies,3,6
A5014547183,Smadar Ben-Natan,S129275725,Law and Social Inquiry,1,2
A5014547183,Smadar Ben-Natan,S44706263,Law and Society Review,1,1
A5014547183,Smadar Ben-Natan,S59071098,Journal of Genocide Research (JGR),1,1
A5014547183,Smadar Ben-Natan,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5014559086,Gal Hermoni,S25593863,Cultural Studies,1,1
A5014610119,Alexandra A. Siegel,S143110675,World Politics,0,1
A5014610119,Alexandra A. Siegel,S176007004,American Political Science Review (APSR),0,5
A5014610119,Alexandra A. Siegel,S90314269,American Journal of Political Science (AJPS),1,1
A5014610119,Alexandra A. Siegel,S95650557,Journal of Politics (JOP),0,2
A5014610840,Natalia Khvorostianov,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5014612046,Hussein J. Agha,S88529193,Journal of Palestine Studies,2,6
A5014626191,Khalil Nakhleh,S102499938,American Anthropologist,0,2
A5014626191,Khalil Nakhleh,S165709033,Current Anthropology,1,3
A5014626191,Khalil Nakhleh,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5014626191,Khalil Nakhleh,S88529193,Journal of Palestine Studies,11,16
A5014656315,Stephen R. Rock,S176007004,American Political Science Review (APSR),1,4
A5014656315,Stephen R. Rock,S95650557,Journal of Politics (JOP),0,4
A5014658099,Gail Pressberg,S88529193,Journal of Palestine Studies,1,2
A5014725646,Elie Podeh,S184094801,History and Memory,1,1
A5014725646,Elie Podeh,S184885884,Middle East Journal,2,2
A5014725646,Elie Podeh,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,2
A5014725646,Elie Podeh,S87435064,International Journal of Middle East Studies (IJMES),0,2
A5014750398,D. Weintraub,S122471516,American Journal of Sociology (AJS),1,1
A5014750398,D. Weintraub,S157620343,American Sociological Review (ASR),0,1
A5014750398,D. Weintraub,S173252385,The British Journal of Sociology (BJS),1,1
